text,date
"Bright side tho, I’ll be in SU with drew so I can deposit the cash you have if you pass it off ",529455358
"Never mind about that. Johns bailing so we don’t have to kick anyone out of the Thursday car",529455664
"And maybe come with Aly ",529455760
"alright man, do what ya gotta do",529458218
"￼Sunset ",529464369
"wow from the fires, thats insane",529464382
"oh it didn’t send",529464389
"the book you were helping me with!",529464395
"glad you are having a good day",529464400
Wow,529464406
"i am just tryna get stuff done and get some sleep cause I have my trip tomorrow!",529464417
"The sun is bright red in person",529464436
"dad :",529464716
https://www.youtube.com/watch?v=jVhlJNJopOQ&ab_channel=SaturdayNightLive,529464717
"I saw that",529464731
"did you get the joke at the very end",529464748
"So funny!  What's the joke at the end?",529465238
"the closing title says papyrus in comic sans",529465252
"I saw that ",529465284
yes,529466024
"Evacuating Sonoma Square ",529466053
"Oh no",529466057
"oh wow",529466061
"How close is the fire?",529466062
"so scary",529466071
"Laurie and dogs are in Walnut Creek luckily",529466092
"Oh that’s good",529466120
"Where the f is our president?  He must really hate California!",529466240
"He hasn’t said a word",529466250
"Too many mexicans",529466264
"And not enough supporters ",529466283
"Dads flying to ny right now ",529466323
"Is he flying straight to India from NY?",529466570
"No coming home Friday",529466841
"Just landed",529472833
"How was your flight ",529472901
"Huh none of my texts to u are sending",529471154
Easy,529472935
"How was the day?",529471161
"Oh that looks so cool! I like the smaller pipes part, it looks like a pipe underground ",529477915
"It was good, I had Joslyn over for dinner and made us chili. ",529477978
"I went climbing and had such a great day! I almost got 2 v4s and worked with my friend who's a coach and asked him to give me tips for technique to get better at bouldering. I'll try and send you a video once I get this one, there's a rad dino involved",529478122
"￼Look at this:",529472956
"Undocumented are afraid to go to shelters",529472968
Sick,529472986
"Oh my god that’s awful",529473014
"Finished shopping. $530 was the total. But we also still will have to get meat and bananas so we should come out to $20 per person almost exactly ",529478281
"should i pack into my pack pack pack",529524833
"Did Annie give you cash to give me at practice?",529532314
"jk i am",529524837
"im so excited",529524839
"how many loaves do we have",529524843
"How do I get the canoe on top of my car? ",529527659
"Put padding under the edges then tie it down tight with cord",529527941
"Also can I get into oc closet to grab something? Is key still there?",529527963
"Key stopped working ",529528082
"We'll be around from 5:30-7:30 Idk if you'll still be here tho",529528125
"I'm like the only one w swipe ",529528132
"What sort of padding ",529528158
"I can prolly come at like 530",529528873
"Idk, foam padding if you have it, but maybe things like rags or cloth? Something to spread out the weight a little and so your car don't get scratched ",529528910
"Dope where would I buy foam do u think",529528976
"No idea",529531463
"Ok sweet",529531473
"You should definitely come with Aly if you can swing it.",529532500
"I’ll be hitting her up for sure. I really just need one or two days to work and sleep and be alone then I’m lookin to get out",529532937
"Are u at the closet?",529540529
"Send me a video! I'm glad you had such a great day! You are getting strong, do you wanna boulder outside sometime soon? I am on my way to the red river gorge, taking a break from school! I'm so stoked to be outside and climbing again and get some rest! School has been a lot and exhausting and I couldn't be more ready for a break. Il try and get service and call you tomorrow",529558945
"Hey can I come by and grab your car?",529537864
"I need to run an errand real quick but I'll be back in like 20? ",529539009
K,529539500
"Are you leaving tonight?",529539519
"Yeah I would love that. I wanna hear all about how the trip is going :) talk to you then ",529559342
"Yeah, has nobody talked to ya about it?",529539534
"I miss you so much tonight ",529951626
"Hey how was your trip??? Did U pay your rent this month?",529867276
"Still gotta get a bit of stuff together",529539586
"Wonderful memory. You doing ok?",529955839
"Hey Nal! How are you and how's everything? I wasn't able to charge my phone this whole weekend, I'm sorry I really wanted to call you and talk. I'm in the car on my way home now. I miss you too. You woulda liked this place, it's very beautiful. I should be back around 7 my time, and can call you then if you are free. Love you,",529963961
"Wanna text me when ur back?",529539658
"Home ",529540557
"That's nice of you to send a message to his parents",529971258
"Hey man, I left some food in the fridge, eggs, cheese, milk and leftover potatoes and onions and sausages in a Tupperware. You should eat it all. ",529544878
"On my way to the red river gorge for fall break!",529555452
"So fun!! Have a great time. Send pics!!!",529555477
"Oh fun!!!",529555618
"Have fun!",529555631
"i just saw this message ah",529562364
"did you get someone to get what you need?",529562374
"Yeah sean did",529562387
beauteous,529562392
"Awesome thanks ",529616095
"❤️ have a great fall break love",529683561
"❤️",529683577
"Yo we have a mouse in the apartment",529686675
"I fucking hate mice ",529686681
Fuck,529687525
"It was nice rooming with you guys ",529687704
"Laton is ""not going to touch that thing lol""",529687746
"God damn it he sucks",529687798
"What the fuck",529687811
"I have a pathological fear of rodents and there's no way there's just one. I just grabbed my keys and dipped ",529687926
"Are you still on campus?",529698568
"What should I get Mason for his bday ",529699721
"Hey Kim what's mason want for his birthday",529710879
"I’ll pick out a book that we should get him",529740079
"Let me know by Monday",529741256
"Jake will you Text mason and ask him what he wants for his bday ",529791994
"I just texted him to ask, but we should also get him “the art of fielding.” Lucas and I loved that book",529818741
"Good idea ",529821190
"Hey Scott... Sorry I haven't gotten back to you very fast. Masons likes are pretty simple...
1. Anything to do with baseball
2. PAC Sun store 
3. H and M store
4. Amazon
5. ITunes
6. Sweatshirts
7. Money
Jake .... Mason was stoked about you wanting him to come out ( maybe March ... Spring Break ). 
Where will you guys be for Xmas?
Love you all
Also Scott... Mason is having the full Bunion surgery on November 15. Painful???",529824581
"Hey how was your trip??? Did U pay your rent this month?",529866975
"￼￼￼￼",529868214
"It was easy but I didn't get full bunion--just a new toe joint. No crutches!",529874617
"He's having the whole thing,,,, his foot plates are all grown and his toes are all crossing one another. He'll slowly get to the
Point where he will be able to start baseball for the Forest Grove High School team in February.",529874903
Ouch!,529874988
"he's healthy and in good shape.... It's just his stubbornness that I worry about. How are you and Julie? ",529875453
"Hey friend! I hope your weekend was wonderful ",529948753
"Any ideas when you'll be getting back? ",529948765
"Hey buddy! We are in the car now on our way back! Car is safe and will be full of gas when we get back. Should be back before 7, around 630 maybe",529952289
"Kk. Have a safe trip home! Excited to hear about the trip ",529953433
"Liked “I have a pathological fear of rodents and there's no way there's just one. I just grabbed my keys and dipped ”",529956058
"It was getting a little crowded in there anyway, especially now that there's all those mice",529956094
"Bob has traps he's gonna give us",529956311
"Hey!! That's ok I figured something like that happened or you didn't have service. I'm so happy you're on your way home and had such an awesome time! I'll actually be starting a shift when you get back and won't be off till 11 my time :( but can you talk tomorrow??",529967203
"Ya. It is honestly just unbelievable ",529968421
"How r you doing?",529968424
"￼",529968750
"Hahaha is someone seriously named that? ",529969191
"Also do u have bowen's parents email by any chance?",529969595
"I can find a time to talk tomorrow. I'm pretty busy and exhausted haha, I have so much stuff due tomorrow and Thursday just because I was gone so long",529969600
"I'm ok. It's really sad ",529969648
"I don't, Beth el sent an email with their address, I can send that to you. ",529969691
"How's Sylvie?",529969698
"I honestly don't know.. she seems almost robotic.  I think that she has become a bit of a liaison between his friends and his parents which is probably really hard",529969851
"Is there anyway you could send me a screenshot of the email? Or forward it to me?",529969886
"￼",529969997
"That's so incredibly hard for her. I'm sure his parents are not doing well esother ",529970088
"Either ",529970090
"But I can definitely find a time to talk! I wanna hear your voice ",529970143
"No I left, what were ya up to?",529970169
"Ya... it reminds me of when Sami's brother died. Although not the same, it was so horrible ",529970183
"It is honestly crazy.. i keep looking at photos of him. I just can't believe he isn't alive ",529970221
"Like i was looking at his Instagram and i was like i better not like any of his photos because he will see im stalking him... but he won't ",529970309
"I guess it is just like the little things that make u realize ",529970332
Yeah,529970346
"I just feel this confusing way, like the thing I feel most is bad for him, but he's gone. Ya know? ",529970379
"I have some photos of him at home, if you want I'll send them to you",529970414
Ya,529970420
"that would be nice :)",529970428
"I wrote this email with some of the memories i have with him and i want to send them to his family with photos attached ",529970482
"It would be nice if someone created a Facebook page where people could post photos and memories ",529970510
"Yeah that could be really nice, maybe someone will? His family? Or you could start it. I would love to see that",529970687
"Yeah I can be free all day tomorrow but I'm carving pumpkins with friends tomorrow night! Wanna just let me know tomorrow morning when you're free so I can plan things?",529970953
"Haha I hate that we have to plan time to talk ☹️ but it is what it is! ",529971050
"I feel like people would get pissed because I wasn't that close to him",529971063
"Idk it is so sensitive ",529971091
"Ya.. if i can find their email ",529971287
"I never drew the self portrait ",529971294
"Just hung out around here. ",529972047
"Idk how people would feel",529973389
"Thanks just saw this? You have a great break? Also you're doing a kuumba talk! Can't wait to hear it <3",529975138
"Are you missing draws? I think I have them ",529980562
probably,529980570
"I'll bring them to practice Thursday",529980589
k,529980636
"Hey. Long time no talk. How's life?",529984538
"Do you wanna send out a red reimbursement sheet?",529986438
"You guys interested in dinner at a pub Thursday night with my parents",529989588
Totally,529998359
"I’ll take care of it. I can also do the general weekend trips one we talked about. People still need to get reimbursed from Kincaid ",529986639
"I could be down! Lucas and I haven't talked in like a week cuz he was on a trip so Im gonna see when he's free and let you know what time I can go after that! ",529995418
"Oops sorry that was for Paige! ",529995448
"￼Just got back from a big climbing trip. Too much crack climbing",530018359
"Got on a 12c trad",530018366
"Yes do that. The general weekend trips one just needs a place to put in the date on the reciept ",530018413
"hey sum, its pretty good. Just got back from a big rock climbing trip for fall break. How about you? Hows school?",530024779
"good time",530028726
?,530028739
"School is ok. I kinda hate it and I'm super homesick but I think that's to be expected of my first year. I went on lots of climbing trips over the summer but I haven't gone on many in la yet. Mostly bc it's way to hot down here. Where'd you go climbing? You still mostly rope climbing? I went on lots of trips with that little kid alec from team touchstone. You ever in the sf anymore?",530035700
"hey what have you guys been up to? Been climbing much? Just got back from fall break at the red",530035752
"Hey! Haven't been able to climb at the gym regularly but I've been out to the gunks a couple times. Ben visited once!",530036395
"How's the team? Was that weird kid with you guys again?",530036406
"Wanna send me the links and Il send out an email",530038215
"Dinner 2morrow",530038644
?,530038647
"haha he was",530041123
"hey what time?!",530041130
"wasn’t so bad",530041138
"well kinda bad",530041141
6:30,530041146
"but I just stay away from him",530041149
"That’s the kind of person who’s always unhappy",530041195
"but the climbing was good! decided to try hard trad, got shut down on a 12c but took some sweet falls. How are the gunks?",530041201
yeah,530041205
"I’m going to Yosemite with stine this weekend ",530041213
fuck,530041217
damn,530041220
"any plans on what you’re gonna climb?",530041303
"also hows she doing haven’t heard from her in a while",530041315
"Probably royal arches and nutcracker. And then do some bouldering",530041884
"Nice. Try not to fuck up the rappel on royal arches. Let me know if you need beta.",530041921
"You make it safe? When is family Chanukah?",530042788
"also wanna send me the rock and ice article with drummond and yosar?",530043287
"Ill take care of both tonight",530044262
"Awesome!! Gotta make tape gloves next time ",530044724
"￼",530044744
"Hey can you text me back? ",530045443
"Hey I did",530045513
"Did you not get a message",530045519
"No I didn't! Hmm",530045551
"I get out at 4, can call you a few minutes after just wanna grab a snack cause I haven't eaten all day",530045572
"Yeah that's fine! ",530045628
"Sorry idk why I didn't get anything that's weird ",530045645
"Ahhh I'm stoked to talk to you! ",530045819
"Does that work?",530049238
"You free now? I got out early",530049951
"Yes! Can't wait! Where we going?!",530049776
"Sorry about the slow response",530049777
"I'm climbing with Paige! We'll be done in about half an hour can I call ya then? ",530051103
"yeah just let me know when you’re free!",530051157
"Yea. ",530052274
"Just arrived! 2:30 am",530053653
"No plan yet for hannakah",530053662
"Making food one sec! ",530054007
"I'm trying to FaceTime you but it's not working! Try me ",530054631
"i am",530054670
"￼",530059669
"￼",530059697
"￼",530059841
"￼",530060004
"￼",530060040
"￼papyrus ",530060423
https://www.behance.net/,530060529
https://www.behance.net/gallery/57736745/Paria,530060685
"￼",530061727
"haha! you getting a haircut?",530061928
"heehee no I was just driving my friend to one but I was #triggered ",530062345
"￼",530062802
"i lost you",530063140
"hey whats up",530063532
"hows your day?",530063541
"￼",530063700
"I love you :)",530064746
"I was literally about to text you that haha. I love you too",530064827
"Haha great minds think alike ",530064937
"I’ll bring the rock and ice to practice tomorrow. Just posted the paragraph from the other article which was definitely about mike Shang in the old groupme",530065171
"Yeah Eliot told me the beta is actually in climbing magazine",530065173
"There's also this one! ",530065854
"Just sent you the links to the two forms in groupme ",530066731
"For the misc trip reimbursement form I said that people should fill it out multiple times if they have receipts for multiple trips since the form asks which trip the receipts are for. Does that sound good? ",530066786
"yeah thats good",530066831
"￼",530067020
"Sweet. Then we’re good to go ",530067049
"￼",530067880
"woah those are super cool",530067892
"Thanks!! I was so stoked about them ",530069322
"Money this afternoon?",530106539
"What are ya up to today?",530110895
"Hey are you free this afternoon or tomorrow to learn some budget stuff?",530121523
"￼",530119156
"Wow that's amazing!!!! How is it?! Culture shock?!",530119201
"Just woke up! I'm going up to warmer bros in a little bit! I'm stoked",530119377
"We'll see how it goes. How about you?",530119408
"￼",530119645
"￼It's Diwali today so everyone buys strings of marigolds to decorate their houses",530121363
"Yo peeps, dinner is at 6:30 at Dressel's Pub. I think my rents are getting a car that can hold 3 of us, so @Logan we'll probably need to use another car",530122902
"How cool!",530125108
"Can we do tomorrow?",530131874
"I should be able to attend as long as lab doesn't go too long.",530123751
"Amazing I  have class 1-4 but otherwise I'm all yours",530135077
"You at duc?",530130067
Ya!!!,530130245
"On mudd with food ",530130255
Yeah,530130370
"Just had an amazing film screening you gotta watch",530130370
"Called Paris is Burning",530130371
"Here’s matney@techcrunch.com",530133647
Huh?,530133702
"We should go to that ice fest! That looks awesome!",530133715
"Oh sorry I meant to say here’s Matney’s email. We’re hanging out right now and I said I was going to send you his email so you could ask about game design internships",530133754
"thats beautiful, awesome time to go",530135710
"Sure! Do we have to know how to ice climb?",530136929
"I finally got the spring break reimbursement thing figured out. Turns out I did get the check and deposited it but for some reason it didn’t say wash u on my bank statement so i didn’t see it before. But yeah - we’re all good ",530137544
probably!,530137559
"Can someone hitch me up a spot in their whip?",530144055
"Can someone spot me up a whip in their hitch?",530144240
"Yeah so plan is we all drive to meet them there",530145306
"So I also need to be winched and whipped by a bitch",530145350
"haha ok",530146198
"I’m at art school",530146201
"but who’s got a whip besides loge?",530146207
"Yeah same whip me up give me a ride pls",530146452
"Wait we can all fit in Logan’s though right?",530146474
"Yeah we can all fit. We're leaving in 20",530146505
"ok I’m at fart school wanna fart me up here?",530147355
"I'm at fart school wanna fart me up here",530147621
"Meet by village house at 6:10, we'll drive over and pick up Lucas",530146888
"Oh that sounds rad! What kind of a movie is it? ",530154337
"Big fat thumbs up",530146983
"Also just got done after a long day at warner bros with Scott, Ara, and Michael! I had a good talk with Michael (producer guy of empire) and Ara and Scott did a long lesson with me on coloring and all their software. I learned so much I'm so excited to color at home ",530154535
"Yo I'm looking to whip y'all with some hitch",530147172
"Come to the house.",530147188
"Hi Grandma, my address is 316 N Skinker Blvd, what is your's again? I'd like to send you something!",530157656
"Top of the garage really.",530147204
"Jk we're coming down",530147385
"Good joke!",530147460
"At Black gate",530147468
"We're in front of the construction",530147802
"It's a beautiful documentary",530157273
"Hi Lucas thank you for your address. Talk to you soon love grandma",530157881
"Hey we're about to head back do you have any interest in coming to mission taco? ",530161374
"just got dinner  so think I’m just gonna kick it here",530161399
"Okiedokie. I'll probably head over to yours after mission? ",530161415
"sure let me know",530161424
"￼￼￼",530166536
"hey, still tryna hang out? cause I’m thinking of crashing soon",530166951
"Yeah I'm gonna head over now ",530167097
"Would you rather crash? Sorry not tryanna keep you up ",530167156
"up to you, I’m down to hangout but not super late, or tomorrow either way!",530167361
"What are you up to manana?",530167463
"nothing but kuumba",530167477
"tyrna meet up then?",530167632
"before then i mean",530167646
"haha what are u feeling",530167652
"Oh I didn't know you did kumba ",530167695
"kumba talks is tomorrow night",530167710
"Umm I'm down to hang out just waiting on ppl at mission rn bc everything is being slow ",530167724
"So up to you ",530167729
"I’m pretty tired actually, can we meet up tomorrow? are you free?",530168042
"Yeah np ",530168181
"aight, how was mission?",530168193
"also when u free tomorrow",530169274
"Mission was good. Got to meet Jake star which was interesting ",530169416
"Free p much whenever ",530169426
"Might go to kumba talks as well ",530169463
"I'm pretty sure you guys broke my car door :( ",530169480
no,530169487
"cause its not automatic you mean",530169499
"Yeah? ",530169505
"theres a button to turn it on or off",530169514
"Ah gotcha ",530169520
"Good to know I was a little sad ",530169527
"don’t be sad",530169534
"Whereabouts is said button ",530169536
"we took good care",530169540
"idk lucas parisot did it",530169544
....,530169548
"Him and his car things ",530169561
"Night baby ❤️",530170121
"￼￼Mom in bare feet at the Jain temple bird hospital",530179115
"hey, that sounds rad! I’m glad you had such a good time! what are you gonna work on at home?",530207975
"wanna make some food soon? are u at ur place?",530208117
"I want to work on the stuff I shot with Alex first, then keep shooting random things and edit them to practice ",530208689
"Yeah that sounds good I was thinking about making burritos ",530208851
"Do you want to come over or should I go over there ",530208860
"i can come there my kitchens really gross",530208871
"Sounds good ",530209290
"Oh wow my kitchen is also a mess ",530209405
"i have potatoes onion tomato and bacon that all might still be good",530209514
"ok coming over I’m hungry",530210500
"Donde estas? ",530211298
"Just heard back from Jake - I think I finally have access to the climbing site. Wanna meet up in the near future to plan out the new site? ",530213891
yeah,530213900
"I’m busy this weekend but Im free next week or next weekend ",530213924
ok,530213930
"those are so cool!",530216798
"￼Found this gem in the climbing site admin page ",530217263
"hey actually wanna do tomorrow",530225471
"For sure",530226098
"What are you up to? ",530228108
"working all day, trying to build this app project i have to make",530228122
"Oh rad is it the one where you draw everything but don't have to code anything? ",530228273
"no, thats for my design class. Basically i have a ton of work for this weekend haha, just tryna fit it all int",530228299
in,530228300
"You staying home this weekend? Haha ",530228327
"Also look at this post 😬",530228350
"yeah 😟",530228360
"what post",530228363
"￼",530228375
"I just sent you it ",530228375
aw,530228403
shit,530228404
why,530228409
"I know damn ",530228547
"Also I've been listening to the growlers a lot I forgot how good they are",530229285
"hey when you get a chance, you guys mind cleaning up the kitchen? its kinda gross in there",530233760
"￼Lol ",530234400
"Yeah I don't know who made the mess but we can chip away at it this weekend ",530235170
"￼￼",530242373
"￼￼",530242060
"Hanukkah is December 12-20 but I'm not sure when Sarah and family are going to be in town",530242464
"Hey you didn't join the photo sharing ",530242493
"Hey hey are you still down to host a hangout on saturday?",530247111
"with the boys",530247120
"What are you up to tn ?",530247516
"Watcha up to",530252788
"I'm goin to your house now",530253277
"Hey you still at allisons?",530253603
"On the way to rei now",530253620
"Oh no!",530253634
"Sounds fun though",530253644
"Is the party still happening?",530253696
"Should be!",530253772
"Is it at Jules place?",530253801
Indeed,530253818
"How do I do that?",530253819
"I just added you again ",530253931
"Yay thanks! Where are you now? You save the birds?",530253977
"I think I got Bird Flu there!  We had to be barefoot!!  We are in Delhi, train to Jaipur is this afternoon.  It's 10:19 am",530254101
"Midnight here! How is it?",530254136
"Crazy!  Like no place I've ever been ",530254249
"Hey wandered around with Erin, just saw this sorry",530256298
"Yeah whenever",530256329
"You're good I met new peeps having a very good time ",530256917
"When you wanna do",530294058
1230?,530294724
"I can do that",530295801
"Where's good for you?",530295807
"Duc ",530297331
"Ok awesome see you soon",530297407
"I actually have a lot more to do than I realized. Not sure I can make it work tonight :/",530298564
"Oh you’re good!",530299911
"Let’s do it sometime soon though ",530299931
"hey gonna deposit some money soon, gonna need you to approve the deposit form when you get the chance",530301240
"cool its in there can you approve it real quick",530301865
"I don’t see the form 😬",530301996
"its in pending requests",530302021
"Is it for the tournament? Or just depositing our money ",530302044
depositing,530302061
"What’s it titled? I’m in pending, still can’t find it ",530302216
"￼",530302236
"Oh shiiittt duh sorry I was thinking. Somethin different ",530302280
"haha whats our print account",530302499
988642,530302612
"Climbing today? Are robin and Dakota tryna go?",530303405
"if we had a group of three id also be down to boulder",530305454
"Yeah I'm going ",530305467
"I believe dakota is going but not robin ",530305484
"ok, when you going? can i hitch a ride",530305501
"Yeah of course. I'm headed out at 3",530305549
"Dakota's gonna get home in 15 are you down to head out then? ",530308348
"Yeah sounds good, let me know ",530308631
"Haha aw that's kinda sad though",530308649
"Headed over! We'll be outside your house ",530309645
"I know when I actually read the description I was like aww damn ",530311243
"I got low key promoted at work and I'm a party coordinator on the weekends haha yay go me ",530311316
"￼Also I made butternut squash soup for the first time, proud to say it's the best soup I've ever made ",530311394
"those are so cool! keep sending me interesting type!",530322079
"also It looks like my last final will be the 12th, I can fly home afternoon of 13th or 14th",530322105
"🙏",530329559
"where are you guys now?",530329567
"Text me backkkkkk gahhhh",530329812
"￼",530330013
"￼",530330062
"￼Train to Jaipur",530330405
"￼Jaipur!",530330518
"hey sorry I’ve been climbing and my phone is dead! gahhh! whats going on? congrats on the promotion i think you’ve found yourself a career. also that soup sounds good but looks pretty thick, i thought it was batter at first haha. What have you been up to today besides work?",530330657
"Ahh I just talked with you about thisss",530334608
what,530334617
"Also are calls not going  through? ",530334685
"my phone is dead",530334692
"i haven’t had it on me",530334696
"i went climbing and went to a friends house to cook dinner and have been working since then",530334711
"See that's what I mean! ",530334757
"Charge your phone",530334763
"Bring it to your friends house ",530334768
"I'm so sad I have to explain this  ",530334791
"nat cmon",530334830
"there are gonna be times when we can’t talk",530334842
"i don’t feel like you are being fair right now",530334857
"I'm just asking that you think of me. I'm sorry you have to charger your phone, and check it once a day, and be on it in front of people ",530334864
"Lucas there are sooo many times when we can't talk ",530334882
"It's not just right now ",530334888
"you think that I don’t think of",530334891
you,530334892
"You say that and I want to believe it so bad ",530334906
really,530334917
"you really don’t believe it",530334921
"But I don't feel it when I'm getting forgotten about or pushed aside because you don't 'feel' like checking your phone ",530334940
"so what am i supposed to do",530334998
"sit at my phone all day",530335001
"No oh my god ",530335020
"Seriously? ",530335026
"Like today, instead of telling me hours after I texted you, just text me when you get it and say I'll be gone for a few hours",530335061
"i texted you this morning, if i don’t get back to you within a couple hours its not because i don’t care about you",530335076
"Or call me first every once and a while ",530335078
"But that's just it, it takes you like 8 hours a day every time I text you ",530335117
"well clearly I’m not good enough for you",530335138
"Stop ",530335154
"You are of course",530335178
"I just don't don't understand why you don't want to talk to me ",530335199
"I feel like I'm not good enough for you ",530335213
"Thats all ",530335220
"this is so frustrating, why do you think that i don’t want to talk to you",530335232
"i can’t always be on my phone",530335243
"Because you don't talk to me",530335245
"it just doesn’t work",530335247
"yeah its not like we didn’t sit and FaceTime for three hours on friday",530335287
"i can’t always do that",530335302
"That was Wednesday! This is today",530335374
"And I've texted you first like every time. And you take 8 hours to respond ",530335441
"￼",530335479
"im trying",530335649
"I know I just want more of that! Send me random shit throughout the day, tell me about what your doing ",530335651
"And I'm really sorry you have to bring your phone places and be on it, but that's the situation you're in with me. Sadly our relationship relies on our phone which sucks but I really need you to just show me you care more. ",530335825
"just having my phone is not the answer nat, i am trying but I feel like i honestly can’t keep up. I care about you so much, but this is not the easiest way for me to show that. My phone is gonna die, and to think that you feel like I don’t care about you when I don’t get back to you sucks. I hate getting back to my phone and worrying that you are mad at me",530335957
"Lucas that's the thing! You know how to keep me happy, you know it's just when you talk to me. It's not when you respond just because you feel like I'll be mad at you if you don't. You make me happy when you THINK to talk to me throughout the day.  ",530336091
"I love you much it's insane and I've never felt this way before ",530336164
"I'm only unhappy when you don't show me your thinking of me. ",530336301
"if you love me so much why don’t you believe me, I’m thinking of you and i love you and i want to talk to you and hear from you but its not always so easy to talk right away. Im trying to do a better job but I hate that we always end up here",530336420
"Just please try harder than you've ever tried  ",530336540
"You've said you're trying but nothing has really changed ",530336598
"I'm so sorry to sound harsh but that's everything I feel ",530336675
"I've really felt so guilty about thinking all of this to the point where I've started crying because I think this is all my fault and I'm being way to clingy and mean. But I've thought about it a lot and I don't think I should feel like shit for telling you how I feel ",530336807
"I just don't believe you because of all the little things that I've told you about for a while ",530336852
"I love you so much Lucas. And I'm so incredibly happy that I'm with you, and that's why I'm telling you all this ",530336913
"I'm at Jacqui's birthday dinner and I think your phone ran out. Which I am actually happy you told me ahead of time, now I know) but I gotta go. Text me when your phone turns on ",530336987
"my phone has been dead, i am on my computer, i haven’t had it all day because it died and I went climbing and then to work at a friends house. You go and enjoy your dinner, we can talk about this more later",530337063
"I’m going to bed soon, wel talk tomorrow",530339346
"Hey Lucas! How’ve you been dude? ",530342497
"Ok tomorrow, goodnight",530347113
"Hey ",530382472
"￼",530388455
"Also I posted this yesterday morning",530388464
"no way",530388468
"thats so cute",530388471
"can you send me all those photos, i don’t think i has them",530388480
"￼Carbonara in Jaipur!!",530388769
"no way! what is jaipur like?",530388784
"Super cool but still crazy!  Cows eating trash in the street!  It's 11:44 so we are going to sleep.  Tomorrow we are going exploring in the markets.",530388893
"￼Here's our restaurant tonight",530388982
"wow, were you the only people eating there?",530389008
"That is so cool!",530389010
"thats beautiful",530389014
"No everyone else was eating outside but we couldn't get a table outside because we booked too late.  It was really pretty!  We ended up meeting Australian friends and they invited us to sit outside with them and have a drink ",530389165
"Here's some pictures of our hotel, it's really cool ",530389205
"￼￼￼￼Our room ",530389342
"￼Pool ",530389372
"wow thats so cool! i love the colors and architecture",530389379
"that pool is amazing",530389382
"You guys would love it here!  Very Sheltering Sky!!!",530389454
"i love you",530389790
"Yeah! I'll do it after work ",530394402
"I know I found that pic and was like I love this ",530394416
"I love you too boo",530394428
"i wanna make one my prof pic, if you got a really cute one",530394435
"￼",530394550
"Here's a cute one in the meantime ",530394551
"I'll send you some better ones from my camera though later! ",530394551
"thats super cute",530395248
"I like that you're kinda holding my boob haha ",530395289
"of course i love holding it!",530396380
"Haha good ",530396828
"Look at our white teeth too damnnnnn ",530396848
"Ugh gotta work now I'll text ya in a bit ",530396872
"hey how are you",530397891
"did you end up making something",530397896
"and i never said it, but you were close to him, and you always cared about him",530397926
"hey.. no",530398096
"i want to email his parents but i can’t figure out an email address",530398110
:,530398114
"i have one",530398115
really!,530398118
yeah,530398120
"his mom",530398127
gordonscapes@gmail.com,530398127
"omg! you rock",530398133
"my mom sent it to me a couple days ago, I’ve been wanting to email her too",530398146
"ok i sent the email",530398455
"ya i think it is hard because we are all measuring our closeness to him to determine how much we can grieve in a way",530398495
"i talked to sylvie on the phone",530398517
"yeah that can be expected a little bit. Where’d you go climbing this summer? Ive been bouldering, but lately doing a lot of sport and trad. Was at the Red River Gorge in Kentucky last weekend, and go on a weekend trip almost every weekend to local crags. Did a lot of trad at the Red. Haha you’ve been climbing with Alec? I bet he’s super strong now. Il be in sf for thanksgiving and a little bit for winder break",530398562
"ben how was yose? mike what are the gunks like?! you still pushing grades on trad?",530398612
"how was it",530403984
"ok text me when ur done!",530403992
"i don’t think that we is doing really well",530409839
"I'm heading to bd to grab some food real quick, wanna join?",530409916
"but her dad is with her now so i think that will help",530409859
"I am walking over there rn! but only staying until 7:15",530410082
"Just got here eep",530410722
" Rats",530412104
"yeah i hope so",530414920
"man i wish we could all go back and spend a day, me you micah and bowen",530414942
"when do you get off?",530416195
"Just got off! Long ass day haha damn ",530418513
"hi sorry i haven’t responded. I lost my phone",530418743
"no worries",530418756
"a day! Omg i just want to go back a relive all of it",530418759
yeah,530418766
"we found so many cool areas and paths in berkeley",530418786
"yeah so fun",530419967
"yeah long day",530419972
"finished my movie app",530419976
"and working on some drawins",530419980
"Send me pics! ",530420006
"I wanna see ",530420008
"just rough sketches nothing real yet",530420141
"For fun or school? ",530420175
school,530420181
"Aka fun! ",530420194
"Lol maybe not ",530420203
"not bad haha just tired!",530420219
"wanna go home",530420222
"Will you in a little bit?  ",530420282
"yeah pretty soon maybe half hour",530420296
"Ooooh then you can hop in bed",530420339
"￼Also thats a good pic you took of me ",530420584
aww,530420592
"￼Hahahaha",530420847
"what are you up to tonight",530420867
"Hanging out with Joslyn and Jill we're gonna do some yoga haha ",530420939
"I'm gonna have em drink all the wine since I can't have it on this diet haha ",530421012
"Haha get em wasted. I'm going to bed lots to do tomorrow!",530421360
"Alrighty have a great day, get lots of shit done! ",530421475
"Damn gotta bike home and it's pouring rain",530421523
"Aww I'm sorry ",530421580
"Wait have someone film it and put it in an music video ",530421611
"Somethin angsty lol ",530421630
"How are you guys doing?",530457795
"good! Been working a lot lately",530461837
"whats dad’s nyt login?",530461895
"never mind got it!",530461917
"where are you guys today?!",530461923
"We are on our way to a palace to have a drink on the polo veranda",530461948
"woah thats a cool thing to say",530461959
"We are hanging out with the colonials ",530462047
"Say hi to the maharaja for me",530466413
